"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2","section"
"Female","Female",60,120,7.5,"Freshman",1.5,3.3,22,0,2,40,2,7.5,0,43,51,7,"few",85,"Back to the Future","This Is Us","Hannibal","Stat100_L2"
"Female","Female",68,132,8,"Freshman",7,3.7,29,3,1,0,30,8,12,40,44,7,"dozens",10,"Dead Poets Society","two broken sisters","the shield","Stat100_L2"
"Female","Female",67,130,8.5,"Junior",1.5,3.6,30,2,1,106,10,8,10,50,50,10,"dozens",76,"Scindler's List","Merlin","Supernatural","Stat100_L2"
"Female","Female",65,190,9.5,"Sophomore",4,2,20,2,0,124,0,8,22,56,62,5,"one",78,"Girl's Trip","Being Mary Jane","Love and Hip Hop","Stat100_L2"
"Female","Female",84,160,9,"Freshman",7,3.8,30,3,0,0,10,7.5,5,47,47,9,"few",87,"5","none","none","Stat100_L2"
"Female","Female",67,135,8.5,"Freshman",1,4,30,0,1,110,50,8,9,47,49,9,"few",80,"Avatar","Riverdale","Castle","Stat100_L2"
"Female","Female",66,145,10.5,"Freshman",4,4,28,1,2,90,50,5.5,20,52,52,5,"few",50,"McFarland USA","Friends","Greys Anatomy","Stat100_L2"
"Female","Female",63,156,6.5,"Freshman",2,4,21,0,2,0,80,9,15,50,54,6,"few",100,"The Heat","Criminal Minds","Law and Order: Special Victims Unit","Stat100_L2"
"Female","Female",63,130,7,"Freshman",3,4,24,5,3,75,150,7,15,39,42,6,"few",65,"Salt","Grey's Anatomy","Chopped","Stat100_L2"
"Female","Female",66,147,7.5,"Freshman",5,4,25,2,1,90,105,7.5,8,44,47,5,"one",55,"Beauty and the Beast (Original)","The Office (US)","Greys Anatomy","Stat100_L2"
"Male","Male",72,166,11,"Freshman",1.5,3.9,26,3,3,105,20,8,10,48,47,4,"few",20,"The Dark Knight","Rick and Morty","The Office","Stat100_L2"
"Female","Female",60,107,4,"Freshman",3,3.3,26,3,3,0,0,8,5,36,36,3,"few",95,"None","Shameless","How To Get Away with Murder","Stat100_L2"
"Female","Female",63,108,6,"Freshman",2,3.9,29,0,1,0,0,9,20,55,55,2,"few",30,"None","None","None","Stat100_L2"
"Female","Female",66,105,8,"Freshman",1.5,3.3,26,1,0,70,15,8,23,48,57,6,"one",15,"Pulp Fiction","13 reasons why","Sense 8","Stat100_L2"
"Female","Female",65,140,8,"Sophomore",1.5,3.3,27,2,1,115,15,7.5,40,56,62,5,"few",10,"Fight Club","How I Met Your Mother","The Office","Stat100_L2"
"Male","Male",67,125,9.5,"Sophomore",4,2.8,31,0,2,90,300,7,5,57,57,7,"hundreds",30,"Saving Private Ryan","Bojack Horseman","It's Always Sunny in Philadelphia","Stat100_L2"
"Female","Female",66,165,9,"Junior",2,2.9,25,0,3,50,55,6,13,56,58,4,"one",50,"In Time","Prison Break","Supernatural","Stat100_L2"
"Female","Female",62,101,5.5,"Sophomore",2.5,3.3,29,10,2,60,140,9,15,43,54,8,"few",90,"Dunkirk","Game of Thrones","Sherlock","Stat100_L2"
"Female","Female",65,145,7.5,"Sophomore",3,3,22,4,3,98,200,8.5,8,47,53,10,"one",80,"Forrest Gump","Dexter","Adventure Time","Stat100_L2"
"Male","Male",75,215,12,"Junior",4,2.8,23,0,2,120,15,6.5,20,57,48,1,"few",25,"the recent planet of the apes","family guy","the defenders","Stat100_L2"
"Female","Female",66,120,8.5,"Freshman",3,3.8,27,2,2,80,120,7,8,50,49,7,"dozens",100,"Mulan","criminal minds","friends","Stat100_L2"
"Female","Female",62,138,7.5,"Freshman",2,4,20,0,2,0,300,8,12,44,43,6,"few",10,"Moana","Riverdale","Once Upon a Time","Stat100_L2"
"Female","Female",65,155,9,"Freshman",2,3.8,30,2,1,105,45,9,25,51,57,5,"few",75,"Frozen","Shameless","Game of thrones","Stat100_L2"
"Female","Female",68,117,9.5,"Freshman",2.5,4,25,2,2,100,45,5,12,44,58,6,"one",70,"""""Dodgeball""""","Big Brother","The Office","Stat100_L2"
"Female","Female",65,121,5,"Sophomore",5,3.5,30,0,2,0,100,10,10,40,45,7,"one",90,"starwar","walking dead","two broken girls","Stat100_L2"
"Female","Female",64,148,8.5,"Freshman",2.5,4,21,0,3,40,11,7,4,49,40,7,"one",90,"Good Will Hunting","The Office","Jane the Virgin","Stat100_L2"
"Female","Female",67,145,8.5,"Junior",1,3.5,33,4,1,94,12,7.5,15,44,45,7,"thousands",80,"Marvel's The Avengers","Bones","Game of Thrones","Stat100_L2"
"Male","Male",70,155,9.5,"Sophomore",1.5,3.2,31,0,1,103,26,7.5,10,51,52,7,"few",80,"Alien","Breaking Bad","Ozark","Stat100_L2"
"Female","Female",62,110,7,"Freshman",1.5,4,25,10,3,98,102,6,7,36,44,9,"dozens",60,"the prestige","bob's burgers","Jane the Virgin","Stat100_L2"
"Male","Male",72,200,12,"Freshman",2,3.7,27,1,0,80,10,7.5,5,48,48,4,"one",75,"Gran Torino","Criminal Minds","Seinfeld","Stat100_L2"
"Female","Female",66,148,9,"Sophomore",2.5,3.8,24,3,3,80,3,7.5,12,51,52,3,"few",75,"La La Land","Game of Thrones","Friends","Stat100_L2"
"Female","Female",63,150,8.5,"Sophomore",4.5,3.2,23,0,0,80,40,6,20,57,57,7,"dozens",60,"Get Out","Rick and Morty","Orange is the New Black","Stat100_L2"
"Male","Male",71,165,11,"Freshman",6,4,34,0,1,80,60,6,2,39,41,2,"none",80,"Inception","Over the Garden Wall","""""none""""","Stat100_L2"
"Female","Female",66,118,7.5,"Freshman",1.5,4,30,7,2,100,20,7,16,45,45,2,"few",90,"The Dark Knight","Game of Thrones","Friends","Stat100_L2"
"Male","Male",72,170,11,"Freshman",2.5,3.5,28,3,6,105,30,7,9,47,61,7,"one",0,"Lord of the Rings","Stranger Things","Rick and Morty","Stat100_L2"
"Female","Female",63,145,7,"Freshman",4.5,2.7,22,2,2,95,45,5.5,9,54,53,6,"few",35,"Wonder Woman","Skins","The Office","Stat100_L2"
"Male","Male",73,139,9,"Freshman",9.5,3.5,30,0,1,0,20,8,13,43,44,7,"few",20,"Train to Busan","Game of Thorn","Breaking Bad","Stat100_L2"
"Male","Male",69,163,10.5,"Freshman",3,4,29,4,2,100,15,7,9,49,52,10,"few",5,"The Arrival","Game of Thrones","House of Cards","Stat100_L2"
"Female","Female",69,160,8.5,"Sophomore",3,3.7,25,4,2,100,85,8,12,48,51,6,"few",50,"Titanic","How I Met Your Mother","Friends","Stat100_L2"
"Female","Female",69,133,9,"Freshman",5,3,33,2,2,90,0,8.5,20,52,53,6,"one",100,"Zoolander","New Girl","The Office","Stat100_L2"
"Male","Male",82,185,10,"Junior",2.5,3.2,27,8,2,135,0,6.5,10,49,49,2,"millions",18,"Friday","Naruto","Fresh prince","Stat100_L2"
"Male","Male",73,135,10.5,"Junior",1.5,3.8,28,2,1,105,83,8.5,14,48,59,7,"hundreds",10,"Inception","The League","Silicon Valley","Stat100_L2"
"Female","Female",61,130,6,"Freshman",2,4,25,0,2,80,0,8.5,25,43,43,1,"dozens",100,"The Outsiders","The Bold Type","Big Brother","Stat100_L2"
"Female","Female",65,132,7.5,"Freshman",1,3.9,27,2,1,90,120,8,15,48,45,1,"few",50,"Cinderalla","Friday Night Lights","Gossip Girl","Stat100_L2"
"Male","Male",72,135,11,"Freshman",4,3.7,35,0,1,80,50,7,6,49,49,7,"dozens",100,"Forrest Gump","The Office","Bojack Horseman","Stat100_L2"
"Female","Female",66,222,7,"Freshman",6.5,3.8,30,1,1,0,50,7.5,7,43,44,3,"few",10,"none","""""2 broken girls""""","""""Unforgettable""""","Stat100_L2"
"Female","Female",65,137,9,"Freshman",3.5,4,27,2,2,94,0,7,22,45,45,8,"few",20,"High School Musical","One Tree Hill","The Hills","Stat100_L2"
"Female","Female",62,125,8,"Senior",8,3.4,22,3,4,100,6,6.5,10,48,54,1,"few",100,"Sponge Bob Square Pants movie","The Bachelor in paradise","The hunt with John Walsh","Stat100_L2"
"Male","Male",68,160,9,"Freshman",4,4,27,2,3,100,55,6,3,44,45,4,"one",100,"The ultimate gift","The Flash","America's Got Talent","Stat100_L2"
"Female","Female",64,114,8.5,"Sophomore",3,3.4,21,0,2,110,400,6.5,10,57,65,5,"few",50,"Forrest Gump","Game of Thrones","Pretty Little Liars","Stat100_L2"
"Male","Male",68,160,11.5,"Sophomore",3,3.9,35,3,0,105,35,7,7,58,58,5,"few",100,"National Treasure","Friends","The Big Bang Theory","Stat100_L2"
"Male","Male",69,187,10,"Freshman",6,3.7,31,3,1,50,108,8,3,48,50,3,"few",50,"Get out","none","none","Stat100_L2"
"Female","Female",62,97,6,"Freshman",5,3.7,30,0,0,0,20,7.5,6,49,51,2,"few",40,"inception","Vampire Diaries","How I meet your mother","Stat100_L2"
"Female","Female",66,115,6.5,"Sophomore",4.5,2.1,18,2,3,40,20,6.5,22,36,39,7,"one",80,"The Fault in Our Stars","Grey's Anatomy","Dancing Dolls","Stat100_L2"
"Female","Female",59,115,5,"Sophomore",2.5,2,23,4,2,115,15,7,10,51,49,6,"few",60,"Avatar","Weeds","orange is the new black","Stat100_L2"
"Female","Female",64,112,8,"Freshman",4,3.6,26,5,4,70,30,6,10,35,35,2,"few",75,"none","criminal minds","chewing gum","Stat100_L2"
"Female","Female",62,180,6,"Freshman",4,3.7,22,4,4,80,200,7,50,47,50,9,"one",50,"The skeleton key","none","none","Stat100_L2"
"Female","Female",62,111,6.5,"Freshman",3,4,29,4,3,101,200,8.5,40,53,53,4,"one",100,"The Interview","Scorpion","Lethal Weapon","Stat100_L2"
"Female","Female",67,120,10,"Sophomore",6,2.9,26,1,0,0,12,5.5,10,52,50,2,"dozens",60,"Spirited Away (Hayao Miyazaki)","Gargoyles","Black Mirror","Stat100_L2"
"Male","Male",74,152,9.5,"Freshman",2,3.8,33,0,0,0,1000,8,6,57,65,6,"thousands",0,"Fight Club","Breaking Bad","Game of Thrones","Stat100_L2"
"Male","Male",68,169,9.5,"Senior",0.5,2.8,26,4,2,95,0,6.5,6,52,56,8,"millions",10,"Children of men","The Simpsons","Futurama","Stat100_L2"
"Female","Female",65,145,8,"Freshman",3,3.5,29,8,3,105,200,5,10,47,50,7,"few",70,"Zodiac","Grey's Anatomy","Breaking Bad","Stat100_L2"
"Female","Female",65,145,9,"Sophomore",5,2.8,22,1,2,90,5,7,20,39,50,8,"few",10,"minions","pretty little liars","13 reasons why","Stat100_L2"
"Male","Male",70,157,13.5,"Sophomore",3,3.7,22,0,3,106,7,6.5,3,46,44,3,"thousands",25,"The Lord of the Rings: The Twin Towers","The Office","Game of Thrones","Stat100_L2"
"Female","Female",62,107,6,"Freshman",3.5,3.6,24,7,5,120,10,8.5,12,35,37,7,"few",50,"Silver Linings Playbook","One Tree Hill","Greys Anatomy","Stat100_L2"
"Female","Female",61,107,6.5,"Sophomore",2.5,3.8,28,5,2,70,0,7,25,45,48,5,"one",100,"Frozen","Greys Anatomy","The Office","Stat100_L2"
"Female","Female",67,150,8,"Freshman",2,4,28,3,2,110,21,9,7,41,44,7,"few",95,"Finding Dory","Friends","The Big Bang Theory","Stat100_L2"
"Female","Female",69,108,10,"Sophomore",3.5,3.9,25,0,2,92,56,8.5,10,55,58,3,"dozens",100,"Forest Gump","How I Met Your Mother","NCIS","Stat100_L2"
"Female","Female",61,104,7,"Freshman",0,3,26,2,9,96,200,8.5,17,35,38,9,"one",100,"none","Gossip Girl","Pretty Little Liars","Stat100_L2"
"Female","Female",68,123,7.5,"Freshman",2,4,24,3,2,90,1,7,15,56,65,5,"few",40,"Stuck in Love","The Bachelor","The Office","Stat100_L2"
"Male","Male",67,141,9,"Freshman",3,3,32,0,1,0,60,8,4,54,53,2,"few",90,"the intern","none","none","Stat100_L2"
"Female","Female",65,119,7.5,"Junior",4,2.7,21,0,1,85,54,7.5,16,56,52,6,"one",25,"Fault in our stars","How I met your mother","White Collar","Stat100_L2"
"Female","Female",60,107,6.5,"Freshman",6,4,24,5,1,80,12,6,15,44,49,7,"thousands",100,"""""Father of the Bride""""","""""Friends""""","""""The Bachelor""""","Stat100_L2"
"Female","Female",65,125,6,"Freshman",5,3.6,31,1,1,60,20,7.5,6,49,50,2,"few",51,"High School Musical","Friends","How I Met Your Mother","Stat100_L2"
"Male","Male",72,179,12,"Sophomore",2,3.5,21,5,4,60,6,7,10,39,42,7,"few",100,"Good Will Hunting","The Office","Naruto","Stat100_L2"
"Female","Female",66,220,9,"Junior",2.5,3.1,20,6,1,65,20,6,20,44,45,3,"hundreds",50,"Avatar","Games Of Thrones","Sense8","Stat100_L2"
"Female","Female",67,225,9,"Junior",0.5,3.1,21,1,2,100,50,8,10,55,56,4,"one",60,"The Intern","Baby Daddy","Young & Hungry","Stat100_L2"
"Male","Male",69,180,11,"Freshman",2,1,22,4,3,90,0,7.5,5,49,51,4,"one",25,"Moonlight","The Office","Breaking Bad","Stat100_L2"
"Female","Female",61,122,7.5,"Freshman",5,4,25,0,1,0,27,4.5,5,50,53,4,"few",65,"The Hunchback of Notre Dame","Baccano","Fullmetal Alchemist","Stat100_L2"
"Female","Female",63,106,7,"Freshman",1.5,3.5,30,1,0,0,300,8.5,12,42,49,6,"one",40,"La la land","Friends","Friends","Stat100_L2"
"Female","Female",62,110,6,"Freshman",4,3.8,25,0,3,0,0,6,8,54,52,7,"few",70,"""""The Perks Of Being a Wallflower""""","""""Doctor Who""""  """"Jane The Virgin"""""," """"Jane The Virgin""""","Stat100_L2"
"Female","Female",63,135,7.5,"Sophomore",3,3.4,25,4,3,100,40,8.5,13,55,59,7,"few",20,"hunger games","greys anatomy","criminal minds","Stat100_L2"
"Male","Male",73,154,10,"Sophomore",6,4,33,0,0,0,66,6.5,10,45,44,1,"hundreds",100,"In those years together we overtake girl","Rap China","The voice of China","Stat100_L2"
"Male","Male",72,187,11,"Freshman",5,3.8,32,0,0,140,500,7,9,43,44,7,"few",20,"Harry Potter","House of cards","Game of Thrones","Stat100_L2"
"Female","Female",64,195,8.5,"Junior",2.5,2.7,22,0,2,0,15,7,9,47,45,5,"few",50,"get out","pretty little liars","power","Stat100_L2"
"Female","Female",64,160,8,"Freshman",4,3.5,30,0,1,70,100,8,9,54,60,5,"few",80,"Baby Driver","The Office","Shameless","Stat100_L2"
"Female","Female",63,110,7,"Freshman",2.5,4,28,3,2,100,100,8,8,46,49,9,"few",95,"the notebook","the 100","friends","Stat100_L2"
"Male","Male",68,235,10.5,"Freshman",3,3.7,25,2,1,80,50,6,5,37,38,3,"dozens",40,"The Outsiders","Narcos","Breaking bad","Stat100_L2"
"Female","Female",66,150,8.5,"Freshman",3.5,4,24,2,1,85,30,7,10,48,45,3,"one",10,"titanic","bachlorette","how i met your mother","Stat100_L2"
"Male","Male",69,200,10.5,"Sophomore",1.5,3.4,26,1,3,100,2,7,4,62,64,4,"few",50,"Saving Private Ryan","Game of Thrones","Breaking Bad","Stat100_L2"
"Female","Female",62,181,8.5,"Freshman",3,3.5,26,0,3,80,20,8,10,43,40,3,"one",100,"Avatar (The one with the blue people)","Grey's Anatomy","Game of Thrones","Stat100_L2"
"Female","Female",62,110,6.5,"Freshman",1.5,4,26,1,2,100,40,8.5,15,50,52,4,"hundreds",90,"The Host","The Office","Parks and Recreation","Stat100_L2"
"Female","Female",63,115,6.5,"Freshman",2,3.7,31,1,3,70,25,8,20,54,56,4,"few",50,"none","New Girl","Friends","Stat100_L2"
"Male","Male",75,194,11.5,"Freshman",1,3.8,28,3,1,105,110,7,6,51,54,9,"thousands",60,"Reservoir Dogs","Narcos","Rick and Morty","Stat100_L2"
"Male","Male",71,170,11,"Sophomore",4,3.8,32,3,0,75,0,10,4,63,63,8,"millions",100,"Star Wars: Episode III","Dragon Ball Z","One Piece","Stat100_L2"
"Male","Male",71,180,11.5,"Sophomore",2,3.6,24,2,2,120,11,8,6,49,50,3,"one",1,"Caddyshack","Archer","Scrubs","Stat100_L2"
"Male","Male",66,130,8,"Sophomore",4,3.4,23,1,6,120,80,7,9,47,49,9,"one",75,"Toy Story","Game of Thrones","Suits","Stat100_L2"
"Female","Female",61,100,6.5,"Freshman",6,4,30,1,1,30,75,8,8,45,50,4,"few",65,"Hidden Figures","none","none","Stat100_L2"
"Female","Female",65,135,7.5,"Sophomore",4,3.6,25,4,1,100,4,8,25,45,49,5,"one",50,"Beauty and the Beast","Friends","Baby Daddy","Stat100_L2"
"Female","Female",70,180,12,"Freshman",3,4,25,3,5,120,35,8,25,47,49,10,"few",80,"The Graduate","Shameless","Gossip Girl","Stat100_L2"
"Female","Female",65,140,8,"Freshman",4,4,28,3,5,80,10,8,20,53,61,7,"few",20,"Clueless","How to Get Away with Murder","One Tree Hill","Stat100_L2"
"Female","Female",67,114,6.5,"Freshman",2,4,30,3,1,80,16,8,12,50,51,8,"few",10,"Aquamarine","Gossip Girl","Vampire Diaries","Stat100_L2"
"Male","Male",76,195,11,"Freshman",1,4,30,2,2,105,101,8.5,25,46,46,3,"hundreds",25,"The Dark Knight","That 70's Show","How I Met Your Mother","Stat100_L2"
"Female","Female",66,115,8.5,"Freshman",2.5,4,30,1,1,101,0,6.5,12,47,51,9,"thousands",90,"Inglorious Bastards","Rick & Morty","The Office","Stat100_L2"
"Female","Female",63,115,8,"Freshman",2,3.4,21,3,1,0,30,6,13,43,51,8,"few",50,"none","It's Always Sunny In Philadelphia","Brooklyn Nine-Nine","Stat100_L2"
"Female","Female",63,140,9,"Freshman",3.5,3.8,30,0,1,100,20,9,24,48,49,3,"one",90,"the fault in our stars","full house","the fosters","Stat100_L2"
"Male","Male",67,156,9.5,"Sophomore",6,4,27,1,1,160,80,6,2,50,56,4,"one",20,"Sausage Party","Game of Thrones","Rick and Morty","Stat100_L2"
"Female","Female",64,192,9.5,"Freshman",2,4,24,4,2,110,0,8,11,37,37,3,"one",20,"get out","grey anatomy","vampire diaries","Stat100_L2"
"Male","Male",66,160,8.5,"Sophomore",7,3,22,4,3,95,1,5.5,7,45,45,2,"few",40,"The Dark Knight Rises","Criminal Minds","Power","Stat100_L2"
"Male","Male",72,198,11.5,"Freshman",4.5,3.5,31,0,0,0,150,7,3,45,49,8,"few",15,"Matrix","Stein；Stone","Game of thrones","Stat100_L2"
"Female","Female",62,120,7.5,"Freshman",2,3.6,32,0,2,107,3,7.5,10,44,50,5,"few",100,"Ferris Bueller's Day Off","The Office","Arrested Development","Stat100_L2"
"Male","Male",72,140,11,"Sophomore",3.5,3.7,27,0,1,90,0,7.5,14,48,50,7,"one",100,"Baby Driver","Always Sunny in Philly","Arrested Devolpment","Stat100_L2"
"Male","Male",72,185,11,"Junior",2.5,2.5,20,5,0,100,5,6,7,40,43,9,"one",25,"Paid In Full","SportsCenter","Impractical Jokers","Stat100_L2"
"Female","Female",66,170,9,"Sophomore",6,2.6,18,0,3,20,1000,6,30,42,44,5,"one",100,"""""Girls Night Out""""","Power","Game of Thrrones","Stat100_L2"
"Female","Female",62,230,6.5,"Sophomore",2.5,2,24,4,3,60,42,5.5,5,35,37,7,"one",90,"Halloween H20","Monk","Shameless","Stat100_L2"
"Male","Male",71,185,11,"Sophomore",3.5,3,22,10,2,120,0,7.5,8,43,43,9,"thousands",0,"no country for old men","invader zim","californication","Stat100_L2"
"Female","Female",65,112,6,"Freshman",2.5,3.7,25,0,1,0,37,6,13,53,60,7,"few",10,"500 Days of Summer","none","none","Stat100_L2"
"Female","Female",67,145,10,"Freshman",3,4,22,5,2,75,20,6,20,43,45,4,"dozens",90,"Girls Trip","Pretty Little Liars","Grey's Anatomy","Stat100_L2"
"Female","Female",64,150,7.5,"Sophomore",4,3.2,30,0,1,110,0,8,5,35,35,8,"hundreds",50,"none","friends","supergirl","Stat100_L2"
"Male","Male",72,161,8.5,"Freshman",7,3.8,30,2,0,0,1000,6.5,8,45,48,4,"thousands",50,"Iron man","breaking bad","game of thrones","Stat100_L2"
"Female","Female",68,140,11,"Freshman",3,4,30,1,1,100,30,7,25,54,56,4,"few",50,"The Breakfast Club","The Office","House of Cards","Stat100_L2"
"Male","Male",72,249,11.5,"Freshman",3,3.7,23,4,2,80,27,7,8,40,39,5,"few",25,"The Shack","America's got talent","Shadowhunters","Stat100_L2"
"Female","Female",63,160,8.5,"Freshman",3.5,3.8,27,6,0,80,50,7,25,53,56,7,"few",40,"Little Miss Sunshine","Brooklyn 99","Shameless","Stat100_L2"
"Female","Female",77,121,7,"Freshman",4.5,3.7,31,0,1,0,15,6.5,10,42,50,6,"few",95,"Big Fish","2 broke girls","strange things","Stat100_L2"
"Female","Female",66,115,8,"Junior",3.5,3.7,20,11,2,90,24,7,8,59,60,9,"few",90,"Harry Potter","Grey's Anatomy","Spongebob","Stat100_L2"
"Female","Female",64,120,7.5,"Freshman",5,4,20,3,3,60,40,7,10,43,46,7,"few",20,"500 days of summer","Shameless","Jane the Virgin","Stat100_L2"
"Female","Female",64,187,8.5,"Junior",6,2.5,19,3,1,0,7,5,7,60,65,2,"none",90,"Tyler Perry's Madea series","Leverage","Castle","Stat100_L2"
"Male","Male",66,130,10.5,"Freshman",3,3.5,32,5,1,70,200,8.5,5,56,58,8,"one",40,"The Blues Brothers","Supernatural","Daredevil","Stat100_L2"
"Male","Male",69,170,11.5,"Freshman",2.5,4,31,1,7,90,30,7.5,12,48,50,6,"few",85,"Remember the Titans","Entourage","Game of Thrones","Stat100_L2"
"Male","Male",72,150,11.5,"Junior",3,2.6,32,1,2,100,200,6,4,51,49,7,"dozens",50,"Arrival","Game of Thrones","Breaking Bad","Stat100_L2"
"Female","Female",66,155,9.5,"Freshman",2.5,4,23,3,2,0,300,5,7,35,35,4,"few",50,"Girls Trip","The Challenge","How To Get Away With Murder","Stat100_L2"
"Female","Female",66,170,11,"Freshman",5.5,3.7,27,7,1,80,100,5,7,57,57,8,"one",100,"Coraline","Survivor","The Vampire Diaries","Stat100_L2"
"Female","Female",67,160,7.5,"Sophomore",4,3.1,26,2,3,65,120,6.5,12,39,41,2,"few",50,"Train to Busan","Black Mirror","Guardian: The Lonely and Great God","Stat100_L2"
"Female","Female",63,125,7,"Sophomore",2,3.1,30,1,2,58,71,5,7,51,51,4,"few",62,"she's the man","greys anatomy","skins","Stat100_L2"
"Male","Male",74,265,15,"Sophomore",1,3.3,35,2,1,140,130,7,2,50,50,7,"few",0,"Balto","Bojack Horseman","Futurama","Stat100_L2"
"Male","Male",74,170,12,"Freshman",3,3.8,33,0,1,85,100,6,5,41,43,8,"few",25,"Lord of the Rings","Game of Thrones","Stranger Things","Stat100_L2"
"Male","Male",72,210,11.5,"Freshman",2,4,32,7,1,100,80,7.5,12,48,48,8,"few",100,"Hedwid and the Angry Inch","Six Feet Under","Sense8","Stat100_L2"
"Female","Female",64,115,7,"Sophomore",2,3.6,27,0,0,0,1000,9,6,46,45,3,"few",5,"dangal","bojack horseman","game of thrones","Stat100_L2"
"Male","Male",75,175,13,"Freshman",2,2.9,27,3,3,100,25,8,5,54,56,7,"hundreds",50,"forest Gump","espn","a and e","Stat100_L2"
"Female","Female",62,100,6,"Freshman",3,3,30,5,1,80,10,8,8,53,54,6,"few",50,"The Notebook","Greys Anatomy","Criminal Minds","Stat100_L2"
"Female","Female",63,135,8.5,"Freshman",3,3.5,27,2,1,85,20,8,20,50,52,6,"one",40,"Despicable Me","The Office","Shameless","Stat100_L2"
"Female","Female",61,125,8,"Freshman",2,3.8,25,0,1,85,500,6,20,47,47,4,"few",98,"The Notebook","Pretty Little Liars","Bachelor in Paradise","Stat100_L2"
"Female","Female",67,137,9,"Freshman",2.5,4,24,0,1,80,80,8,25,45,50,6,"millions",100,"Deadpool","Insecure","Limitless","Stat100_L2"
"Female","Female",60,115,5,"Freshman",1,3.9,26,10,2,70,6,6,4,39,39,2,"few",100,"fast and furious","greys anatomy","the 100","Stat100_L2"
"Male","Male",72,185,12.5,"Freshman",1,3.5,23,3,1,145,5,6.5,6,55,55,5,"few",50,"Top Gun","Breaking Bad","Mad Men","Stat100_L2"
"Female","Female",70,140,8.5,"Freshman",5,3.7,32,0,2,110,1,7,20,47,48,7,"hundreds",50,"War Horse","Game of Thrones","Parks and Rec","Stat100_L2"
"Female","Female",68,200,10,"Sophomore",2,3.4,24,2,1,130,300,7,30,48,58,7,"few",70,"The Guardian","One Tree Hill","How I Met Your Mother","Stat100_L2"
"Male","Male",70,200,10.5,"Sophomore",1,1.3,30,3,2,101,1000,5,9,52,60,10,"thousands",45,"limitless","suits","spongbob","Stat100_L2"
"Female","Female",67,114,6,"Freshman",3.5,3.8,32,1,1,0,57,7,6,44,45,6,"few",30,"Forrest Gump","How I met your mother","Friends","Stat100_L2"
"Female","Female",67,150,8,"Freshman",4,4,28,0,1,60,80,8.5,8,49,50,4,"one",90,"Love on the Sidelines","The Middle","Bachelor","Stat100_L2"
"Female","Female",63,109,6.5,"Freshman",4,4,32,0,0,0,1000,7.5,12,47,46,10,"millions",10,"Pulp Fiction","Breaking Bad","Shameless","Stat100_L2"
"Male","Male",68,165,8.5,"Freshman",2,4,33,0,1,90,35,8,4,48,48,7,"few",90,"Howl's Moving Castle","Big Bang Theory","Parks and Recreation","Stat100_L2"
"Female","Female",67,125,9.5,"Junior",4,3.4,30,0,2,95,3,7,26,53,59,4,"few",100,"Lion King","Friends","Grey's Anatomy","Stat100_L2"
"Female","Female",69,150,9,"Sophomore",2,3.3,21,1,2,90,30,9,15,51,52,2,"few",50,"Creed","One Tree Hill","Gossip Girl","Stat100_L2"
"Female","Female",66,180,8.5,"Freshman",2.5,3.8,29,2,2,100,10,8,25,51,54,2,"dozens",50,"Fired Up","Law and Order SVU","Gossip Girl","Stat100_L2"
"Female","Female",69,170,9,"Freshman",4,4,29,0,3,75,18,7,8,47,51,9,"millions",100,"It Follows","Mr. Robot","The Get Down","Stat100_L2"
"Male","Male",70,140,11.5,"Sophomore",1,2.7,30,1,1,98,11,8.5,11,58,60,7,"few",5,"Avatar","Breaking Bad","Game of Thrones","Stat100_L2"
"Male","Male",69,143,9,"Freshman",4.5,3.6,33,1,0,0,100,7.5,4,43,47,9,"one",100,"Star Trek","Game of Thrones","The Big Bang Theory","Stat100_L2"
"Female","Female",67,220,9,"Freshman",3.5,4,29,5,0,0,30,8.5,11,43,48,6,"few",10,"Doctor Strange","Sherlock Holmes","none","Stat100_L2"
"Male","Male",74,175,11.5,"Junior",3,3.5,30,4,2,115,0,7.5,10,55,52,7,"dozens",50,"Transformers","Rick and Morty","Family Guy","Stat100_L2"
"Male","Male",65,180,9.5,"Freshman",2.5,4,29,0,2,95,100,7.5,1,45,50,7,"few",30,"Logan","The Office","Daredevil","Stat100_L2"
"Female","Female",64,127,6,"Sophomore",3,3.9,27,8,0,80,200,8,12,46,48,5,"few",20,"Leon The Professional","Bates Motel","Prison Break","Stat100_L2"
"Male","Male",72,180,10,"Sophomore",1,2.9,24,2,2,120,0,6.5,7,55,63,2,"hundreds",30,"Baby Driver","The Office","Seinfeld","Stat100_L2"
"Female","Female",63,112,6.5,"Freshman",4,4,31,2,2,100,120,6,15,54,53,9,"few",90,"Saving Private Ryan","Greys Anatomy","The Office","Stat100_L2"
"Male","Male",72,150,10.5,"Sophomore",2,2,27,1,1,120,40,8,8,50,48,9,"few",80,"Inglorious Bastards","Rick and Morty","Game of Thrones","Stat100_L2"
"Male","Male",65,143,8.5,"Freshman",4,3,28,1,1,80,500,8,10,52,54,7,"dozens",50,"Interstellar","Breaking Bad","Game of Thrones","Stat100_L2"
"Female","Female",61,150,7,"Freshman",5,4,32,1,4,0,0,6,10,35,38,7,"one",100,"Big Hero 6","Sherlock","Stranger Things","Stat100_L2"
"Female","Female",66,135,8.5,"Senior",7,3.9,27,1,0,75,1000,6,5,50,56,3,"few",100,"The Sound of Music","none","none","Stat100_ONL"
